4.01528 0 0 0 0
12.5674 1 0 0 0
-14.2464 0 1 0 0
-1.15588 0 0 1 0
-3.02182 0 0 0 1
49.7634 2 0 0 0
-125.465 1 1 0 0
75.6872 0 2 0 0
-5.91119 1 0 1 0
7.33112 0 1 1 0
0.986355 0 0 2 0
-5.3688 1 0 0 1
4.38857 0 1 0 1
0.96147 0 0 1 1
1.13941 0 0 0 2
-5.36 3 0 0 0
20.3252 2 1 0 0
-26.0216 1 2 0 0
11.1098 0 3 0 0
-15.5161 2 0 1 0
38.9701 1 1 1 0
-24.6338 0 2 1 0
-0.447608 1 0 2 0
0.567861 0 1 2 0
-0.327304 0 0 3 0
-25.4014 2 0 0 1
64.3449 1 1 0 1
-38.7142 0 2 0 1
-0.336584 1 0 1 1
1.44836 0 1 1 1
-0.254109 0 0 2 1
-0.214168 1 0 0 2
0.845369 0 1 0 2
-0.314428 0 0 1 2
-0.303325 0 0 0 3
