2.08764 0 0 0 0 0
1.49289 1 0 0 0 0
-0.173243 0 1 0 0 0
0.0933691 0 0 1 0 0
0.116255 0 0 0 1 0
0.0786056 0 0 0 0 1
-1.07426 2 0 0 0 0
-1.29373 1 1 0 0 0
-1.92 0 2 0 0 0
-1.8726 1 0 1 0 0
2.03537 0 1 1 0 0
3.30481 0 0 2 0 0
0.0751764 1 0 0 1 0
0.0866858 0 1 0 1 0
-0.248853 0 0 1 1 0
-0.473986 0 0 0 2 0
1.45749 1 0 0 0 1
0.471177 0 1 0 0 1
-6.19162 0 0 1 0 1
-0.529859 0 0 0 1 1
-1.57734 0 0 0 0 2
1.98164 3 0 0 0 0
1.32983 2 1 0 0 0
1.50246 1 2 0 0 0
1.4531 0 3 0 0 0
-1.98558 2 0 1 0 0
-1.91078 1 1 1 0 0
4.46328 0 2 1 0 0
-3.02978 1 0 2 0 0
-4.34949 0 1 2 0 0
2.53154 0 0 3 0 0
-0.364588 2 0 0 1 0
0.887043 1 1 0 1 0
0.260228 0 2 0 1 0
-1.27796 1 0 1 1 0
0.546187 0 1 1 1 0
0.728808 0 0 2 1 0
-0.493195 1 0 0 2 0
0.921237 0 1 0 2 0
-0.285195 0 0 1 2 0
0.0308799 0 0 0 3 0
-4.15866 2 0 0 0 1
-0.975156 1 1 0 0 1
-0.93342 0 2 0 0 1
11.3311 1 0 1 0 1
1.41704 0 1 1 0 1
3.38184 0 0 2 0 1
0.228652 1 0 0 1 1
0.836462 0 1 0 1 1
0.445275 0 0 1 1 1
0.228095 0 0 0 2 1
2.10693 1 0 0 0 2
-1.19445 0 1 0 0 2
-5.72432 0 0 1 0 2
-0.0411143 0 0 0 1 2
0 0 0 0 0 3
-1.39554 4 0 0 0 0
-2.1415 3 1 0 0 0
-0.945083 2 2 0 0 0
0.469839 1 3 0 0 0
0.631761 0 4 0 0 0
-0.00800198 3 0 1 0 0
-1.39866 2 1 1 0 0
0.66473 1 2 1 0 0
4.29735 0 3 1 0 0
7.45093 2 0 2 0 0
-3.89157 1 1 2 0 0
-2.21202 0 2 2 0 0
-2.43492 1 0 3 0 0
18.9082 0 1 3 0 0
4.25252 0 0 4 0 0
-0.0270248 3 0 0 1 0
0.950756 2 1 0 1 0
0.755509 1 2 0 1 0
-1.38806 0 3 0 1 0
0.486148 2 0 1 1 0
-0.386425 1 1 1 1 0
0.160406 0 2 1 1 0
1.04651 1 0 2 1 0
-2.34422 0 1 2 1 0
-5.89388 0 0 3 1 0
0.0152465 2 0 0 2 0
0.303603 1 1 0 2 0
-1.17979 0 2 0 2 0
0.517867 1 0 1 2 0
-0.559804 0 1 1 2 0
0.133345 0 0 2 2 0
0.135905 1 0 0 3 0
-0.122522 0 1 0 3 0
0.122326 0 0 1 3 0
0.0297881 0 0 0 4 0
7.17474 3 0 0 0 1
-3.19658 2 1 0 0 1
-4.66615 1 2 0 0 1
-2.19671 0 3 0 0 1
-11.7994 2 0 1 0 1
-5.51308 1 1 1 0 1
5.9237 0 2 1 0 1
0.198005 1 0 2 0 1
-24.8025 0 1 2 0 1
0.767815 0 0 3 0 1
-0.742723 2 0 0 1 1
2.97736 1 1 0 1 1
3.05324 0 2 0 1 1
3.80559 1 0 1 1 1
-1.2093 0 1 1 1 1
-1.34913 0 0 2 1 1
-0.730558 1 0 0 2 1
-0.431439 0 1 0 2 1
0.975084 0 0 1 2 1
-0.0443496 0 0 0 3 1
5.31015 2 0 0 0 2
4.19963 1 1 0 0 2
-3.32958 0 2 0 0 2
4.44463 1 0 1 0 2
8.51065 0 1 1 0 2
-2.59308 0 0 2 0 2
-5.63097 1 0 0 1 2
-1.47838 0 1 0 1 2
3.61216 0 0 1 1 2
0.514379 0 0 0 2 2
0 1 0 0 0 3
0 0 1 0 0 3
0 0 0 1 0 3
0 0 0 0 1 3
0 0 0 0 0 4
