0.644874 0 0 0 0 0
1.95333 1 0 0 0 0
-7.66367 0 1 0 0 0
-0.555327 0 0 1 0 0
1.34369 0 0 0 1 0
-0.309512 0 0 0 0 1
-0.286847 2 0 0 0 0
2.38032 1 1 0 0 0
-5.75612 0 2 0 0 0
-5.05134 1 0 1 0 0
-4.6709 0 1 1 0 0
4.82504 0 0 2 0 0
-2.43458 1 0 0 1 0
-4.65994 0 1 0 1 0
-2.98983 0 0 1 1 0
-5.19693 0 0 0 2 0
-0.078866 1 0 0 0 1
-5.48587 0 1 0 0 1
-4.34181 0 0 1 0 1
0.818433 0 0 0 1 1
-0.55884 0 0 0 0 2
-0.320868 3 0 0 0 0
-4.30911 2 1 0 0 0
-4.43178 1 2 0 0 0
-3.21767 0 3 0 0 0
0.102569 2 0 1 0 0
-4.15715 1 1 1 0 0
-2.24778 0 2 1 0 0
-2.42946 1 0 2 0 0
-1.6903 0 1 2 0 0
-4.78414 0 0 3 0 0
-3.80012 2 0 0 1 0
-0.397437 1 1 0 1 0
-2.47973 0 2 0 1 0
-4.67018 1 0 1 1 0
-4.18788 0 1 1 1 0
-3.74774 0 0 2 1 0
-4.9558 1 0 0 2 0
-3.6199 0 1 0 2 0
1.31287 0 0 1 2 0
5.07413 0 0 0 3 0
-0.64193 2 0 0 0 1
5.41876 1 1 0 0 1
4.3502 0 2 0 0 1
4.72459 1 0 1 0 1
-2.50005 0 1 1 0 1
4.23062 0 0 2 0 1
4.88035 1 0 0 1 1
4.97473 0 1 0 1 1
3.6841 0 0 1 1 1
-4.16933 0 0 0 2 1
-0.156667 1 0 0 0 2
-4.77978 0 1 0 0 2
-4.82989 0 0 1 0 2
4.49438 0 0 0 1 2
0 0 0 0 0 3
-0.829554 4 0 0 0 0
-1.82911 3 1 0 0 0
4.84589 2 2 0 0 0
5.00116 1 3 0 0 0
4.33259 0 4 0 0 0
-1.23784 3 0 1 0 0
-4.35819 2 1 1 0 0
-4.6765 1 2 1 0 0
-3.75178 0 3 1 0 0
-0.281845 2 0 2 0 0
-2.71397 1 1 2 0 0
2.8922 0 2 2 0 0
-3.11792 1 0 3 0 0
-4.86893 0 1 3 0 0
4.12262 0 0 4 0 0
-0.974409 3 0 0 1 0
-1.19921 2 1 0 1 0
1.96785 1 2 0 1 0
-4.66517 0 3 0 1 0
-2.72102 2 0 1 1 0
1.0402 1 1 1 1 0
5.31482 0 2 1 1 0
1.96736 1 0 2 1 0
3.3541 0 1 2 1 0
-2.8628 0 0 3 1 0
-4.33023 2 0 0 2 0
0.607487 1 1 0 2 0
-5.34741 0 2 0 2 0
-0.841919 1 0 1 2 0
2.92707 0 1 1 2 0
-3.41799 0 0 2 2 0
4.40575 1 0 0 3 0
3.1908 0 1 0 3 0
3.41551 0 0 1 3 0
-4.73758 0 0 0 4 0
2.65677 3 0 0 0 1
-4.51169 2 1 0 0 1
-4.67477 1 2 0 0 1
-5.27502 0 3 0 0 1
-4.21689 2 0 1 0 1
3.91216 1 1 1 0 1
1.01511 0 2 1 0 1
4.26744 1 0 2 0 1
-2.86762 0 1 2 0 1
-3.7885 0 0 3 0 1
-1.23329 2 0 0 1 1
2.13783 1 1 0 1 1
4.22144 0 2 0 1 1
4.71984 1 0 1 1 1
-1.11831 0 1 1 1 1
2.02735 0 0 2 1 1
-5.23125 1 0 0 2 1
5.11793 0 1 0 2 1
1.62991 0 0 1 2 1
-4.94975 0 0 0 3 1
0.734696 2 0 0 0 2
-3.98472 1 1 0 0 2
3.65366 0 2 0 0 2
-4.75671 1 0 1 0 2
-0.903916 0 1 1 0 2
4.04614 0 0 2 0 2
-5.01078 1 0 0 1 2
3.6165 0 1 0 1 2
0.0445519 0 0 1 1 2
-3.69732 0 0 0 2 2
0 1 0 0 0 3
0 0 1 0 0 3
0 0 0 1 0 3
0 0 0 0 1 3
0 0 0 0 0 4
