R.s2.R.off_F1 = -8473.54 -8387.25 -8408.94 -8405.91 -8359.18 -8373.56 -8371.86 -8376.71 -8389.98 -8390.23 -8391.63 -8384.78 -8332.27 -8345.2 -8365.87 -8374.26 
R.s2.L.off_F1 = -8507.85 -8461.97 -8484.42 -8481.06 -8509.3 -8486.12 -8521.91 -8489.34 -8502.49 -8465.24 -8504.13 -8497.29 -8519.17 -8495.22 -8478.35 -8486.76 
L.s2.R.off_F1 = -12932.2 -12956.1 -13035.2 -13063.6 -12935.5 -12931.5 -13114.9 -13113.5 -13151 -12952.8 -13158.6 -13134.3 -13147.2 -12953.4 -13168.7 -13235.2 
L.s2.L.off_F1 = -12632.2 -12656.1 -12547.7 -12538.6 -12673 -12669 -12514.9 -12513.5 -12476 -12690.3 -12483.6 -12459.3 -12434.7 -12653.4 -12456.2 -12522.7 
