R.s2.R.off_F1 = -8347.04 -8387.49 -8408.86 -8406.16 -8359.4 -8373.88 -8371.91 -8376.02 -8390.35 -8390.27 -8391.81 -8384.66 -8331.89 -8345.35 -8365.88 -8373.95 
R.s2.L.off_F1 = -8639.32 -8462.16 -8483.93 -8481.22 -8509.4 -8486.41 -8521.94 -8488.48 -8502.79 -8465.25 -8504.26 -8497.21 -8518.62 -8495.14 -8478.21 -8486.23 
L.s2.R.off_F1 = -12932.1 -12956.5 -13035.3 -13063.5 -12935.6 -12931.4 -13115 -13113.2 -13151.1 -12952.9 -13158.7 -13134.6 -13146.7 -12951.4 -13167.7 -13160 
L.s2.L.off_F1 = -12632.1 -12656.5 -12547.8 -12538.5 -12673.1 -12668.9 -12515 -12513.2 -12476.1 -12690.4 -12483.7 -12459.6 -12434.2 -12651.4 -12455.2 -12447.5 
