R.s2.R.off_F1 = -8360.12 -8387.95 -8406.47 -8412.04 -8356.23 -8376.49 -8365.8 -8389.21 -8386.88 -8391.92 -8386.79 -8381.47 -8332.57 -8349.62 -8365.84 -8363.52 
R.s2.L.off_F1 = -8471.69 -8463.38 -8481.97 -8487.28 -8506.38 -8489.1 -8515.88 -8501.76 -8499.4 -8466.95 -8499.3 -8493.98 -8520.01 -8499.58 -8478.28 -8475.91 
L.s2.R.off_F1 = -12449 -12493.3 -12582.5 -12604.1 -12475 -12474.8 -12661.1 -12659.8 -12693.5 -12493 -12704.8 -12678.8 -12699.6 -12494.8 -12713.4 -12527.6 
L.s2.L.off_F1 = -12149 -12193.3 -12095 -12079.1 -12212.5 -12212.3 -12061.1 -12059.8 -12018.5 -12230.5 -12029.8 -12003.8 -11987.1 -12194.8 -12000.9 -12227.6 
