-6.61959 0 0 0 0
-12.4599 1 0 0 0
18.9743 0 1 0 0
0.951733 0 0 1 0
6.72405 0 0 0 1
-38.147 2 0 0 0
97.112 1 1 0 0
-58.5515 0 2 0 0
4.80111 1 0 1 0
-9.15583 0 1 1 0
-0.580073 0 0 2 0
6.70913 1 0 0 1
-10.5541 0 1 0 1
-0.557063 0 0 1 1
-2.04582 0 0 0 2
2.00546 3 0 0 0
-5.98306 2 1 0 0
5.96661 1 2 0 0
-1.89726 0 3 0 0
7.96269 2 0 1 0
-19.4408 1 1 1 0
12.2337 0 2 1 0
-0.565911 1 0 2 0
0.744851 0 1 2 0
0.447431 0 0 3 0
19.0841 2 0 0 1
-48.7731 1 1 0 1
29.1447 0 2 0 1
4.30192e-12 1 0 1 1
0.714321 0 1 1 1
-2.04643e-12 0 0 2 1
-0.584896 1 0 0 2
1.19007 0 1 0 2
0.0899668 0 0 1 2
0.264349 0 0 0 3
