4.1084 0 0 0 0
12.4683 1 0 0 0
-14.4489 0 1 0 0
-1.43226 0 0 1 0
-3.06021 0 0 0 1
49.7054 2 0 0 0
-125.317 1 1 0 0
75.6713 0 2 0 0
-6.19768 1 0 1 0
7.80107 0 1 1 0
0.959655 0 0 2 0
-5.19306 1 0 0 1
4.49879 0 1 0 1
1.24204 0 0 1 1
1.09828 0 0 0 2
-5.60247 3 0 0 0
20.8953 2 1 0 0
-26.4484 1 2 0 0
11.2124 0 3 0 0
-15.3892 2 0 1 0
39.008 1 1 1 0
-24.7877 0 2 1 0
-0.380812 1 0 2 0
0.523945 0 1 2 0
-0.323113 0 0 3 0
-25.4751 2 0 0 1
64.4031 1 1 0 1
-38.7504 0 2 0 1
-0.298812 1 0 1 1
1.29486 0 1 1 1
-0.245812 0 0 2 1
-0.254952 1 0 0 2
0.827623 0 1 0 2
-0.385553 0 0 1 2
-0.284164 0 0 0 3
