4.03335 0 0 0 0
12.5518 1 0 0 0
-14.3315 0 1 0 0
-1.37901 0 0 1 0
-3.0122 0 0 0 1
49.7591 2 0 0 0
-125.379 1 1 0 0
75.6263 0 2 0 0
-6.15883 1 0 1 0
7.79644 0 1 1 0
0.946439 0 0 2 0
-5.30731 1 0 0 1
4.41168 0 1 0 1
1.17173 0 0 1 1
1.11448 0 0 0 2
-5.65028 3 0 0 0
21.1131 2 1 0 0
-26.7343 1 2 0 0
11.3364 0 3 0 0
-15.4525 2 0 1 0
39.1664 1 1 1 0
-24.8958 0 2 1 0
-0.372709 1 0 2 0
0.506409 0 1 2 0
-0.324188 0 0 3 0
-25.5048 2 0 0 1
64.4249 1 1 0 1
-38.7179 0 2 0 1
-0.335854 1 0 1 1
1.32583 0 1 1 1
-0.237265 0 0 2 1
-0.213116 1 0 0 2
0.835179 0 1 0 2
-0.36459 0 0 1 2
-0.294845 0 0 0 3
