-6.62042 0 0 0 0
-12.4611 1 0 0 0
18.9751 0 1 0 0
0.95093 0 0 1 0
6.72422 0 0 0 1
-38.1489 2 0 0 0
97.1079 1 1 0 0
-58.5477 0 2 0 0
4.79939 1 0 1 0
-9.15097 0 1 1 0
-0.58018 0 0 2 0
6.70994 1 0 0 1
-10.5533 0 1 0 1
-0.556708 0 0 1 1
-2.04552 0 0 0 2
2.00833 3 0 0 0
-5.98725 2 1 0 0
5.97038 1 2 0 0
-1.89883 0 3 0 0
7.9604 2 0 1 0
-19.4345 1 1 1 0
12.2285 0 2 1 0
-0.565641 1 0 2 0
0.744376 0 1 2 0
0.447639 0 0 3 0
19.0849 2 0 0 1
-48.7726 1 1 0 1
29.144 0 2 0 1
4.30192e-12 1 0 1 1
0.713463 0 1 1 1
-2.04643e-12 0 0 2 1
-0.584603 1 0 0 2
1.18904 0 1 0 2
0.0898785 0 0 1 2
0.264279 0 0 0 3
