4.10836 0 0 0 0
12.4683 1 0 0 0
-14.4493 0 1 0 0
-1.4326 0 0 1 0
-3.06008 0 0 0 1
49.706 2 0 0 0
-125.317 1 1 0 0
75.6709 0 2 0 0
-6.19701 1 0 1 0
7.80033 0 1 1 0
0.960482 0 0 2 0
-5.193 1 0 0 1
4.49895 0 1 0 1
1.24182 0 0 1 1
1.09828 0 0 0 2
-5.60138 3 0 0 0
20.8935 2 1 0 0
-26.4487 1 2 0 0
11.2133 0 3 0 0
-15.3883 2 0 1 0
39.0067 1 1 1 0
-24.788 0 2 1 0
-0.380588 1 0 2 0
0.52284 0 1 2 0
-0.323141 0 0 3 0
-25.4755 2 0 0 1
64.4034 1 1 0 1
-38.7503 0 2 0 1
-0.298984 1 0 1 1
1.29572 0 1 1 1
-0.246147 0 0 2 1
-0.255113 1 0 0 2
0.827682 0 1 0 2
-0.385385 0 0 1 2
-0.284195 0 0 0 3
