4.02794 0 0 0 0
12.5482 1 0 0 0
-14.2526 0 1 0 0
-1.23682 0 0 1 0
-3.01469 0 0 0 1
49.7481 2 0 0 0
-125.444 1 1 0 0
75.7008 0 2 0 0
-5.86567 1 0 1 0
7.23838 0 1 1 0
0.982749 0 0 2 0
-5.35628 1 0 0 1
4.40512 0 1 0 1
1.06475 0 0 1 1
1.11789 0 0 0 2
-5.46949 3 0 0 0
20.6641 2 1 0 0
-26.3875 1 2 0 0
11.2456 0 3 0 0
-15.5146 2 0 1 0
38.9773 1 1 1 0
-24.641 0 2 1 0
-0.43394 1 0 2 0
0.561452 0 1 2 0
-0.321814 0 0 3 0
-25.4124 2 0 0 1
64.3882 1 1 0 1
-38.7574 0 2 0 1
-0.369343 1 0 1 1
1.50474 0 1 1 1
-0.256877 0 0 2 1
-0.217616 1 0 0 2
0.840829 0 1 0 2
-0.345729 0 0 1 2
-0.295829 0 0 0 3
