4.0348 0 0 0 0
12.5469 1 0 0 0
-14.324 0 1 0 0
-1.39735 0 0 1 0
-3.01043 0 0 0 1
49.7745 2 0 0 0
-125.399 1 1 0 0
75.6319 0 2 0 0
-6.19248 1 0 1 0
7.81257 0 1 1 0
1.00561 0 0 2 0
-5.31178 1 0 0 1
4.4058 0 1 0 1
1.16887 0 0 1 1
1.11421 0 0 0 2
-5.64976 3 0 0 0
21.0849 2 1 0 0
-26.7606 1 2 0 0
11.3885 0 3 0 0
-15.4349 2 0 1 0
39.213 1 1 1 0
-24.9455 0 2 1 0
-0.391278 1 0 2 0
0.445351 0 1 2 0
-0.368403 0 0 3 0
-25.4909 2 0 0 1
64.4138 1 1 0 1
-38.7252 0 2 0 1
-0.320035 1 0 1 1
1.3664 0 1 1 1
-0.25717 0 0 2 1
-0.206135 1 0 0 2
0.834551 0 1 0 2
-0.358491 0 0 1 2
-0.296222 0 0 0 3
-0.00961344 4 0 0 0
0.0146506 3 1 0 0
0.0232323 2 2 0 0
0.0101121 1 3 0 0
-0.0323777 0 4 0 0
-0.0272106 3 0 1 0
-0.0131775 2 1 1 0
-0.00271168 1 2 1 0
-0.00764191 0 3 1 0
0.0315122 2 0 2 0
0.0051375 1 1 2 0
0.0566147 0 2 2 0
0.0153673 1 0 3 0
-0.00457346 0 1 3 0
0.00232172 0 0 4 0
-0.00502364 3 0 0 1
0.00656599 2 1 0 1
0.00894159 1 2 0 1
-0.00119299 0 3 0 1
-0.0021989 2 0 1 1
-0.00289155 1 1 1 1
-0.00868819 0 2 1 1
-0.0110562 1 0 2 1
0.00205684 0 1 2 1
0.0215087 0 0 3 1
-0.00405 2 0 0 2
0.00111837 1 1 0 2
0.000842375 0 2 0 2
-0.00230915 1 0 1 2
-0.00807172 0 1 1 2
-0.00218512 0 0 2 2
-0.000983397 1 0 0 3
-3.97791e-05 0 1 0 3
-0.00100302 0 0 1 3
0.00048689 0 0 0 4
