4.03453 0 0 0 0
12.5465 1 0 0 0
-14.3238 0 1 0 0
-1.39718 0 0 1 0
-3.01041 0 0 0 1
49.7747 2 0 0 0
-125.399 1 1 0 0
75.6322 0 2 0 0
-6.19357 1 0 1 0
7.81336 0 1 1 0
1.00516 0 0 2 0
-5.31195 1 0 0 1
4.40593 0 1 0 1
1.16906 0 0 1 1
1.11425 0 0 0 2
-5.64951 3 0 0 0
21.0851 2 1 0 0
-26.7607 1 2 0 0
11.3884 0 3 0 0
-15.4349 2 0 1 0
39.2142 1 1 1 0
-24.9453 0 2 1 0
-0.390704 1 0 2 0
0.446106 0 1 2 0
-0.368345 0 0 3 0
-25.4908 2 0 0 1
64.4139 1 1 0 1
-38.725 0 2 0 1
-0.320799 1 0 1 1
1.3666 0 1 1 1
-0.257193 0 0 2 1
-0.206229 1 0 0 2
0.834589 0 1 0 2
-0.358373 0 0 1 2
-0.296218 0 0 0 3
-0.00998558 4 0 0 0
0.0144817 3 1 0 0
0.0224733 2 2 0 0
0.00887028 1 3 0 0
-0.0334159 0 4 0 0
-0.0269974 3 0 1 0
-0.011406 2 1 1 0
-0.00241517 1 2 1 0
-0.0112778 0 3 1 0
0.0318567 2 0 2 0
0.0100711 1 1 2 0
0.0560277 0 2 2 0
0.0139701 1 0 3 0
-0.00284342 0 1 3 0
0.00221798 0 0 4 0
-0.0047319 3 0 0 1
0.00684809 2 1 0 1
0.00909559 1 2 0 1
-0.00099746 0 3 0 1
-0.00281118 2 0 1 1
-0.00287956 1 1 1 1
-0.00920028 0 2 1 1
-0.0116254 1 0 2 1
0.00169343 0 1 2 1
0.0208229 0 0 3 1
-0.00392769 2 0 0 2
0.00121502 1 1 0 2
0.000950524 0 2 0 2
-0.0027307 1 0 1 2
-0.00803563 0 1 1 2
-0.0020094 0 0 2 2
-0.00103388 1 0 0 3
-3.82872e-05 0 1 0 3
-0.000949924 0 0 1 3
0.000471098 0 0 0 4
